Time,AX,AY,AZ,GPSX,GPSY,GPSZ
44095,-0.04816,-0.00861,1.00507,11.00000,99.00000
168643395,-1.60931,0.01062,-0.82812,71744425525244.00000,82463372083200.00000
0,-0.28125,0.01074,-0.96875,105828447111676.00000,27487790694400.00000
0,1.05084,0.20770,1.01624,957933292366941056.00000,-235031602552241920.00000
1631597823,0.00000,0.00000,0.00000,-5888.00000,4323466694489227776.00000
4242472960,-0.00763,1.00122,0.00403,-20829148276588544.00000,4846436149004075008.00000
805374477,0.01117,-0.40625,1.93726,373310719.00000,-1627389952.00000
1128398847,0.20770,0.00061,-1.10437,4637299743036538880.00000,-31.00000
4294967295,-0.00006,1.03119,1.17596,4686572979134467072.00000,52712790922447680.00000
4275762453,1.01837,-0.00439,-0.00006,-287762808833.00000,957933296493264896.00000
12410624,-1.31250,1.24799,0.62494,-24777.00000,-5121.00000
223036225,1.01624,1.17596,0.15704,1501634915903427328.00000,-1590680833.00000
1900543,0.00000,0.00000,0.00000,5423249887712723968.00000,74886960707078672.00000
193,0.30994,1.60931,-1.02838,5404319552844595200.00000,4683743612465315840.00000
658763,-0.94568,0.00000,-0.66241,-93699047685.00000,420906795007.00000
1090519040,1.17596,0.15704,1.05084,724317867302587776.00000,-2389538933818679808.00000
2043831,0.00000,0.00000,0.00000,94.00000,-4063091245645609984.00000
803358208,-1.59381,1.15948,0.00000,73667279060992.00000,5423249844540014592.00000
1262698762,0.15704,1.05084,0.20770,-231090952496021248.00000,417688256390.00000
335544320,0.00000,0.00000,0.00000,-236157502043258880.00000,409097731948.00000
3808428032,-0.00006,-0.00006,-0.00006,4846165726240915456.00000,724317867302587776.00000
52669,-0.05231,-0.00836,1.00458,67.00000,-73.00000
168643395,-1.04688,0.01263,-0.53125,24464989318396.00000,-106652627894272.00000
4294967295,1.05084,0.20770,1.01624,957933292366941056.00000,-5620199807768117248.00000
4243259392,-0.01086,1.00366,-0.00165,-26740122787512320.00000,-6484901988436803584.00000
4241883136,-0.00995,1.00385,-0.00421,-19703248369745920.00000,4846436149004075008.00000
1128335885,0.20770,1.01624,1.17596,-2882302843350349312.00000,-105277667974148.00000
4294967295,-0.00146,-0.00006,-0.00006,-2954360428999671808.00000,-105277231763460.00000
4294967295,0.00146,0.00000,0.00000,4686572979134464000.00000,957933292366941056.00000
223036225,0.01624,-0.59674,0.00000,-19914036781908796.00000,19984723346456576.00000
0,0.00000,-0.56616,0.00000,-7810501116429078.00000,27021597764222976.00000
0,1.01562,1.17596,0.15704,5423249887712723968.00000,74886960707078672.00000
2701131997,1.68726,0.26556,0.36328,6989586621679009792.00000,0.00000
3422552287,1.60913,1.03119,1.03516,5332261958806667264.00000,4683743612465315840.00000
1091177803,1.17596,0.15704,1.05084,248210472439115.00000,26529184048413936.00000
0,0.50000,0.00000,0.00000,250353643683840.00000,27655247164603612.00000
0,-0.25000,-0.00006,-0.00006,724317867318706176.00000,5423249887712723968.00000
1262698762,0.15704,-0.73431,0.01398,5422398819218010112.00000,-4683743612465315840.00000
4294967295,-0.00006,-0.92188,0.01410,2468048459517452288.00000,-6701356245527298048.00000
4294967295,-0.00006,1.05084,0.20770,4846165726240915456.00000,724317867302587776.00000
168643395,1.05084,0.20770,1.01624,957933292366941056.00000,4846165726240915456.00000
1128335885,0.20770,1.01624,1.17596,4686572979134467072.00000,957933292366941056.00000
