Time,AX,AY,AZ,GPSX,GPSY,GPSZ
1748076,-0.04761,-0.00629,1.00427,97.00000,21.00000
1748671,-0.04761,-0.00854,1.00305,93.00000,-36.00000
1749172,-0.04779,-0.00806,1.00403,64.00000,-76.00000
1749678,-0.04840,-0.00751,1.00415,18.00000,-98.00000
1750178,-0.04865,-0.00757,1.00409,-30.00000,-95.00000
1750682,-0.04749,-0.00836,1.00372,-72.00000,-68.00000
1751181,-0.04816,-0.00757,1.00281,-96.00000,-25.00000
1761233,-0.04785,-0.00732,1.00519,93.00000,-36.00000
1761740,-0.04742,-0.00763,1.00262,63.00000,-76.00000
1762241,-0.04852,-0.00977,1.00281,19.00000,-98.00000
1762747,-0.04858,-0.00848,1.00409,-30.00000,-95.00000
1763247,-0.04883,-0.00732,1.00433,-72.00000,-68.00000
1763754,-0.04626,-0.00598,1.00464,-96.00000,-24.00000
1764255,-0.04852,-0.00745,1.00452,-96.00000,24.00000
1764760,-0.04840,-0.00922,1.00482,-72.00000,68.00000
1765260,-0.04797,-0.00812,1.00476,-30.00000,95.00000
1765766,-0.04852,-0.00684,1.00537,18.00000,98.00000
1766266,-0.04858,-0.00677,1.00391,63.00000,77.00000
1766775,-0.04840,-0.00922,1.00525,93.00000,36.00000
1767275,-0.04755,-0.00751,1.00360,99.00000,-12.00000
1767780,-0.04596,-0.00769,1.00488,80.00000,-59.00000
1768280,-0.04791,-0.00769,1.00366,42.00000,-90.00000
1768787,-0.04877,-0.00702,1.00549,-7.00000,-99.00000
1769286,-0.04761,-0.00787,1.00195,-53.00000,-84.00000
1769792,-0.04962,-0.00775,1.00470,-87.00000,-47.00000
1770291,-0.04669,-0.00635,1.00385,-99.00000,0.00000
1770797,-0.04828,-0.00732,1.00513,-87.00000,48.00000
1771297,-0.04993,-0.00763,1.00372,-53.00000,84.00000
1771802,-0.04913,-0.00745,1.00244,-5.00000,99.00000
1772302,-0.04852,-0.00708,1.00452,42.00000,90.00000
1772808,-0.04895,-0.00714,1.00439,81.00000,58.00000
1773307,-0.04852,-0.00659,1.00372,99.00000,12.00000
1773812,-0.04950,-0.00867,1.00562,92.00000,-37.00000
1774311,-0.04816,-0.00739,1.00507,63.00000,-77.00000
1774819,-0.23987,-0.02039,0.97101,17.00000,-98.00000
1775319,-0.42993,-0.03186,0.89563,-31.00000,-94.00000
1775825,-0.00330,-0.06104,1.01227,-73.00000,-67.00000
1776325,0.43604,-0.02911,0.90051,-96.00000,-24.00000
1776833,0.49603,-0.00604,0.86963,-96.00000,25.00000
1777332,0.23627,-0.00641,0.97363,-72.00000,69.00000
1777840,-0.19836,-0.05328,1.00494,-29.00000,95.00000
1778340,-0.51782,-0.04797,0.84723,19.00000,98.00000
1778848,-0.34442,-0.03870,0.95740,64.00000,76.00000
1779347,0.26807,-0.07812,1.01880,93.00000,35.00000
1784535,-0.48328,-0.04480,0.86926,11.00000,99.00000
1785049,-0.38861,-0.03613,0.92102,58.00000,81.00000
1785638,0.05493,-0.04736,1.02795,93.00000,34.00000
1786138,0.36719,-0.04883,0.94360,98.00000,-14.00000
1786644,0.33630,-0.03345,0.92792,79.00000,-60.00000
1787143,-0.26147,-0.03827,0.97229,41.00000,-91.00000
1787664,-0.52161,-0.03107,0.83643,-9.00000,-99.00000
1788164,-0.29840,-0.00958,0.96472,-56.00000,-82.00000
1788664,0.21344,-0.02570,0.97998,-89.00000,-45.00000
1789164,0.27393,-0.04541,0.96722,-99.00000,2.00000
1789676,-0.12616,-0.01135,0.97845,-85.00000,51.00000
