Time,AX,AY,AZ,GPSX,GPSY,GPSZ
212596,-0.14893,-0.00586,0.99426,-85.00000,51.00000
213102,-0.15186,-0.00824,0.99054,-50.00000,86.00000
213602,-0.15100,-0.01080,0.99518,-2.00000,99.00000
214108,-0.15131,-0.00928,0.99365,46.00000,88.00000
214607,-0.14514,-0.02362,0.99670,82.00000,55.00000
215114,-0.05646,-0.12592,0.98907,99.00000,8.00000
215614,0.12634,0.06055,0.99835,91.00000,-40.00000
216128,-0.04907,0.03394,1.01007,59.00000,-80.00000
216628,-0.15002,-0.00116,0.98944,14.00000,-98.00000
217133,-0.10931,-0.00830,0.98767,-35.00000,-93.00000
217633,-0.13007,-0.01819,0.99121,-75.00000,-65.00000
218140,-0.13135,-0.01654,0.98535,-97.00000,-19.00000
218639,-0.12292,-0.03174,0.99207,-95.00000,29.00000
219146,0.08728,0.03290,1.02911,-69.00000,72.00000
219645,0.07892,0.19281,1.00580,-26.00000,96.00000
220155,0.03387,0.23145,0.99902,24.00000,97.00000
220655,0.01648,0.21362,0.98840,67.00000,73.00000
221166,0.01648,0.20166,0.98212,95.00000,31.00000
221768,0.00995,0.20508,0.98334,95.00000,-28.00000
222268,-0.00311,0.20068,0.98431,70.00000,-70.00000
222775,0.00659,0.20160,0.98621,27.00000,-96.00000
223378,-0.00037,0.19122,0.98572,-31.00000,-94.00000
223980,0.00427,0.20123,0.98578,-79.00000,-60.00000
224480,0.00684,0.19025,0.98914,-98.00000,-14.00000
224987,0.00403,0.19666,0.98279,-93.00000,35.00000
225487,-0.00488,0.19006,0.97772,-65.00000,75.00000
225994,-0.04498,0.13757,1.00836,-19.00000,97.00000
226495,-0.23273,0.00397,0.98010,29.00000,95.00000
227001,-0.24066,-0.05865,0.97424,72.00000,69.00000
227605,-0.25861,-0.11139,0.94934,98.00000,15.00000
228211,-0.47046,-0.11212,0.86591,90.00000,-43.00000
228813,-0.47821,-0.09521,0.85425,49.00000,-86.00000
229416,-0.04468,-0.01178,1.01709,-7.00000,-99.00000
230019,-0.13068,-0.08655,0.97723,-63.00000,-77.00000
230621,-0.06573,-0.00317,1.02393,-95.00000,-28.00000
231227,-0.06128,-0.00879,1.02588,-94.00000,31.00000
231829,-0.04248,-0.00494,1.08575,-60.00000,79.00000
232422,-0.06201,0.01831,0.88977,-5.00000,99.00000
232922,-0.12189,-0.01782,1.04633,42.00000,90.00000
233437,-0.07654,0.00806,1.04785,81.00000,57.00000
234028,-0.11377,0.03363,0.90503,99.00000,2.00000
234527,-0.03223,-0.00922,1.02954,88.00000,-46.00000
235033,-0.09546,-0.00165,0.97931,55.00000,-83.00000
235533,-0.08319,0.00580,1.00830,8.00000,-99.00000
236042,-0.05469,0.02032,1.00983,-41.00000,-91.00000
236744,-0.08936,0.02417,0.96692,-90.00000,-43.00000
237441,-0.10620,-0.03003,0.97620,-96.00000,24.00000
238137,-0.39404,-0.15564,0.93829,-58.00000,81.00000
238833,-0.27393,-0.31134,0.92059,7.00000,99.00000
239530,-0.09082,-0.14960,0.94006,69.00000,71.00000
240227,-0.24884,0.01990,1.14423,99.00000,10.00000
240924,-0.05377,0.04059,1.00964,82.00000,-55.00000
241621,-0.19458,0.15649,0.90631,27.00000,-96.00000
242318,-0.39355,0.18469,0.86127,-40.00000,-91.00000
243013,-0.40454,0.15576,0.89368,-89.00000,-44.00000
243711,-0.36816,0.12463,0.90192,-97.00000,23.00000
244408,-0.47528,0.00909,0.86432,-59.00000,80.00000
245107,-0.60431,-0.00562,0.79004,6.00000,99.00000
245804,-0.57288,0.01965,0.81024,68.00000,72.00000
246502,-0.43933,0.04675,0.89587,99.00000,11.00000
247201,-0.40021,0.05457,0.93781,83.00000,-55.00000
247897,-0.21252,0.03070,0.99219,28.00000,-95.00000
248596,-0.09814,0.03229,0.99530,-39.00000,-91.00000
249293,-0.13641,0.06409,0.99054,-89.00000,-44.00000
249988,-0.11615,0.07880,0.99799,-97.00000,22.00000
250687,-0.10602,0.08026,0.99426,-59.00000,80.00000
251386,-0.10913,0.08099,0.98993,5.00000,99.00000
252085,-0.10516,0.08417,0.99438,68.00000,72.00000
252772,-0.11102,0.08325,0.99585,99.00000,12.00000
253468,-0.10760,0.08429,0.99359,84.00000,-54.00000
254143,-0.11047,0.08130,0.99341,32.00000,-94.00000
254839,-0.10699,0.08282,0.98999,-36.00000,-93.00000
255537,-0.11200,0.08289,0.99237,-87.00000,-48.00000
256234,-0.10419,0.07910,0.99176,-98.00000,19.00000
256929,-0.10870,0.07941,0.99622,-63.00000,77.00000
257626,-0.10809,0.08240,0.99561,1.00000,99.00000
258323,-0.10925,0.08411,0.99377,65.00000,75.00000
259017,-0.10870,0.08325,0.99384,98.00000,16.00000
259714,-0.10596,0.08472,0.99396,86.00000,-50.00000
260412,-0.10834,0.08282,0.99500,33.00000,-94.00000
261109,-0.10437,0.08429,0.99133,-34.00000,-93.00000
261804,-0.10480,0.08319,0.99561,-86.00000,-49.00000
262497,-0.10608,0.08282,0.99396,-98.00000,17.00000
263194,-0.10992,0.08484,0.99231,-64.00000,76.00000
263863,-0.10455,0.08221,0.99628,-3.00000,99.00000
264543,-0.12311,0.06769,0.99615,60.00000,79.00000
265239,-0.10065,0.08594,0.99634,97.00000,22.00000
265926,-0.06354,0.06354,0.98419,89.00000,-44.00000
266615,-0.07068,0.05548,0.98889,40.00000,-91.00000
267309,-0.07410,0.09753,0.99188,-27.00000,-96.00000
268004,-0.08673,0.09320,0.99695,-82.00000,-56.00000
268700,-0.08008,0.09271,0.99127,-99.00000,9.00000
269394,-0.07886,0.09741,0.99658,-70.00000,70.00000
270091,-0.06036,0.10303,0.99915,-8.00000,99.00000
270776,-0.05542,0.10437,0.99683,56.00000,82.00000
271472,-0.06134,0.10333,0.99371,96.00000,27.00000
272146,-0.10956,0.04340,0.99579,92.00000,-38.00000
272839,-0.49890,-0.13165,0.83472,46.00000,-88.00000
273537,0.01923,-0.24249,0.97137,-21.00000,-97.00000
274231,-0.02820,-0.06836,1.00928,-79.00000,-61.00000
274906,-0.04883,-0.00574,1.00488,-99.00000,1.00000
275590,-0.05133,-0.00793,1.00482,-76.00000,64.00000
276280,-0.05261,-0.00726,1.00531,-17.00000,98.00000
276975,-0.05035,-0.00659,1.00128,49.00000,87.00000
277664,-0.05133,-0.00433,1.00336,93.00000,35.00000
278346,-0.05255,-0.00476,1.00439,95.00000,-30.00000
279041,-0.04919,-0.00848,1.00085,53.00000,-84.00000
279738,-0.46021,-0.09344,0.78333,-13.00000,-99.00000
280435,-0.71973,-0.25415,0.74390,-74.00000,-67.00000
281131,-0.31897,-0.39966,0.81451,-99.00000,-4.00000
281826,-0.04895,-0.24951,0.97552,-79.00000,60.00000
282523,-0.05115,-0.03271,1.00018,-21.00000,97.00000
283220,-0.04956,-0.00952,1.00214,45.00000,88.00000
288010,-0.18976,-0.01910,0.96503,-85.00000,52.00000
288708,-0.41711,-0.02142,0.90088,-31.00000,95.00000
289402,-0.30786,-0.02051,0.94489,36.00000,93.00000
290100,-0.06317,-0.00995,1.00049,87.00000,47.00000
290794,-0.04797,-0.00891,1.00555,98.00000,-19.00000
291487,-0.04639,-0.00647,1.00330,62.00000,-77.00000
292174,-0.04779,-0.00604,1.00336,0.00000,-99.00000
292869,-0.05139,-0.01031,1.00848,-64.00000,-76.00000
293566,-0.04553,-0.01080,1.00055,-98.00000,-17.00000
294255,-0.04883,-0.00830,1.00519,-86.00000,49.00000
294950,-0.05206,-0.00854,1.00250,-35.00000,93.00000
295633,-0.04968,-0.00635,1.00641,31.00000,94.00000
296331,-0.05225,-0.00836,1.00714,85.00000,52.00000
