Time,AX,AY,AZ,GPSX,GPSY,GPSZ
52723,-0.04926,-0.00983,1.00500,63.00000,-77.00000
53324,-0.05121,-0.00677,1.00348,8.00000,-99.00000
53928,-0.05255,-0.00824,1.00519,-49.00000,-86.00000
54531,-0.05151,-0.00873,1.00378,-90.00000,-43.00000
55136,-0.04810,-0.00940,1.00739,-98.00000,15.00000
55738,-0.05139,-0.00940,1.00403,-72.00000,68.00000
56341,-0.11176,-0.01904,1.06775,-20.00000,97.00000
56945,-0.94421,-0.04388,0.29663,38.00000,92.00000
57546,-0.89038,-0.03491,0.38721,84.00000,54.00000
58153,-0.06287,-0.00708,1.00916,99.00000,-3.00000
58754,-0.05927,-0.00690,1.01892,80.00000,-59.00000
59357,0.85529,-0.00562,0.53503,32.00000,-94.00000
59960,0.84918,0.00214,0.54321,-26.00000,-96.00000
60563,0.78864,0.00281,0.63788,-76.00000,-64.00000
61168,-0.04755,-0.00751,1.00140,-99.00000,-9.00000
61769,-0.04968,-0.00873,1.00421,-87.00000,48.00000
62372,-0.04974,-0.00763,1.00653,-44.00000,89.00000
62976,-0.05084,-0.00775,1.00452,14.00000,98.00000
63572,-0.04907,-0.00885,1.00439,67.00000,73.00000
64072,-0.04895,-0.00836,1.00543,94.00000,32.00000
